Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($)
400.1335128607866,11589840,SELL,GBP/USD,1,2012/04/24 11:38:19,2012/04/24 13:48:30,1.61608,1.6141,29,-3,0,19.8,198
400.1334664023093,11541836,SELL,GBP/USD,1,2012/04/20 10:46:56,2012/04/23 11:11:29,1.61118,1.60844,32,-40,-2.42,27.4,271.58
400.1334663948054,11528966,SELL,GBP/USD,1,2012/04/20 08:31:30,2012/04/23 07:14:10,1.6115,1.60914,28,-37,-2.42,23.6,233.58
400.1334663964306,11530483,BUY,EUR/USD,1,2012/04/20 08:01:17,2012/04/20 09:23:02,1.31763,1.31566,2,-30,0,-19.7,-197
400.1334663964724,11530695,BUY,EUR/USD,1,2012/04/20 08:04:07,2012/04/20 09:05:50,1.31673,1.31525,11,-19,0,-14.8,-148
400.1334663919635,11524900,BUY,EUR/USD,1,2012/04/20 05:48:38,2012/04/20 06:44:47,1.31651,1.31456,0,-21,0,-19.5,-195
400.1334663302556,11496026,SELL,GBP/USD,1,2012/04/18 22:12:46,2012/04/19 11:35:52,1.60162,1.60151,2,-63,-7.21,1.1,3.79
400.1334663472219,11499775,SELL,GBP/USD,1,2012/04/19 07:08:18,2012/04/19 10:24:11,1.60595,1.60363,24,-19,0,23.2,232
400.1334523717328,11439345,BUY,GBP/USD,1,2012/04/17 06:30:30,2012/04/17 07:07:09,1.5867,1.5885,18,-6,0,18,180
400.1334523533974,11430751,SELL,EUR/USD,1,2012/04/16 20:49:47,2012/04/17 06:31:58,1.31418,1.30987,46,-3,0.13,43.1,431.13
400.1334523115211,11395107,BUY,AUD/USD,1,2012/04/15 23:35:48,2012/04/16 09:50:32,1.03582,1.03514,0,-48,0,-6.8,-68
400.1334523123448,11395920,BUY,AUD/USD,1,2012/04/16 00:00:39,2012/04/16 09:36:25,1.0345,1.03451,3,-35,0,0.1,1
400.1333919858682,11336156,SELL,GBP/USD,1,2012/04/12 06:19:08,2012/04/13 07:57:11,1.59274,1.59348,12,-59,-2.39,-7.4,-76.39
400.1333920228769,11361338,SELL,GBP/USD,1,2012/04/13 00:58:53,2012/04/13 04:05:13,1.59674,1.59418,28,-4,0,25.6,256
400.1333920033085,11350266,SELL,GBP/USD,1,2012/04/12 14:54:17,2012/04/12 16:28:57,1.59564,1.59516,22,-4,0,4.8,48
400.1333919424710,11303004,SELL,GBP/USD,1,2012/04/11 08:30:58,2012/04/11 09:09:27,1.59086,1.58878,27,-5,0,20.8,208
400.1333919382415,11298171,SELL,GBP/USD,1,2012/04/11 06:25:47,2012/04/11 08:00:55,1.58988,1.58867,13,-32,0,12.1,121
400.1333918748556,11240902,SELL,GBP/USD,1,2012/04/09 22:40:16,2012/04/10 08:17:31,1.58994,1.58558,46,-33,-2.39,43.6,433.61
400.1333315110643,11152600,BUY,EUR/USD,1,2012/04/05 09:32:41,2012/04/06 12:32:21,1.3091,1.31,10,-57,-0.39,9,89.61
400.1333315123723,11158856,BUY,EUR/USD,1,2012/04/05 10:06:50,2012/04/06 06:11:25,1.30621,1.30726,20,-28,-0.39,10.5,104.61
400.1333314432911,11103324,SELL,EUR/USD,1,2012/04/03 22:49:35,2012/04/04 11:12:18,1.32233,1.31589,67,-12,0.13,64.4,644.13
400.1333313774108,11059888,BUY,USD/CHF,1,2012/04/02 13:20:23,2012/04/03 09:36:35,0.90703,0.90031,0,-68,0.26,-67.2,-746.15
400.1333313660494,11050769,BUY,EUR/USD,1,2012/04/02 07:40:06,2012/04/02 12:07:35,1.33683,1.332,11,-49,0,-48.3,-483
400.1332857989202,11012117,BUY,EUR/USD,1,2012/03/30 00:45:25,2012/03/30 13:00:53,1.33334,1.33386,42,-10,0,5.2,52
400.1332858015413,11015018,SELL,AUD/USD,1,2012/03/30 02:06:10,2012/03/30 03:14:53,1.04029,1.03967,9,-12,0,6.2,62
400.1332857313514,10968272,BUY,GBP/USD,1,2012/03/28 13:47:48,2012/03/28 14:27:23,1.58835,1.58519,5,-32,0,-31.6,-316
400.1332710414239,10893192,BUY,GBP/USD,1,2012/03/26 11:15:51,2012/03/27 01:24:31,1.58869,1.59672,85,-12,0.65,80.3,803.65
400.1332710362585,10888495,SELL,EUR/USD,1,2012/03/26 08:42:33,2012/03/26 11:08:16,1.32075,1.3247,14,-40,0,-39.5,-395
400.1332710166548,10875428,SELL,AUD/USD,1,2012/03/25 22:15:16,2012/03/26 06:39:36,1.04814,1.0431,50,-9,0,50.4,504
400.1332160441524,10855942,BUY,EUR/USD,1,2012/03/23 09:23:51,2012/03/26 06:29:41,1.32677,1.32538,16,-47,-1.74,-13.9,-140.74
400.1332159967360,10814984,SELL,EUR/USD,1,2012/03/22 08:31:49,2012/03/22 16:01:45,1.31624,1.32,27,-38,0,-37.6,-376
400.1332159641730,10790972,SELL,EUR/USD,1,2012/03/21 15:05:20,2012/03/21 16:09:44,1.31889,1.32019,9,-13,0,-13,-130
400.1332158755169,10713086,SELL,GBP/USD,1,2012/03/19 15:56:56,2012/03/19 22:28:31,1.59006,1.58944,17,-15,0,6.2,62
400.1331501765984,10672283,BUY,EUR/USD,1,2012/03/16 10:53:03,2012/03/16 11:07:08,1.30557,1.30668,130,-4,0,11.1,111
400.1331501110756,10641984,SELL,USD/JPY,1,2012/03/15 00:24:24,2012/03/15 11:44:04,83.951,83.327,69,-24,0,62.4,748.86
400.1331501102303,10641469,SELL,USD/JPY,1,2012/03/14 23:58:35,2012/03/15 11:29:55,83.837,83.3,55,-35,-1.26,53.7,643.4
400.1331501163488,10644518,SELL,USD/JPY,1,2012/03/15 03:16:32,2012/03/15 10:45:48,84.077,83.463,66,-9,0,61.4,735.66
400.1331500992977,10638182,SELL,USD/JPY,1,2012/03/14 17:58:49,2012/03/15 10:40:16,83.637,83.538,13,-55,-1.26,9.9,117.25
400.1331500755729,10619324,SELL,EUR/USD,1,2012/03/14 05:49:42,2012/03/14 11:01:29,1.30523,1.308,20,-28,0,-27.7,-277
400.1331499980388,10580940,BUY,USD/CHF,1,2012/03/12 13:44:40,2012/03/13 11:04:42,0.91865,0.91946,14,-47,0.26,8.1,88.36
400.1330899958570,10549965,BUY,EUR/USD,1,2012/03/09 13:51:54,2012/03/12 01:27:28,1.31397,1.30869,12,-56,-1.72,-52.8,-529.72
400.1330899953219,10548779,BUY,USD/JPY,1,2012/03/09 13:40:22,2012/03/09 13:42:06,82.136,82.276,18,-1,0,14,170.16
400.1330899406405,10498937,SELL,EUR/USD,1,2012/03/08 09:33:01,2012/03/09 08:01:28,1.32003,1.32198,0,-92,0.53,-19.5,-194.47
400.1330899452889,10503801,SELL,EUR/USD,1,2012/03/08 11:50:14,2012/03/09 07:53:29,1.32362,1.32237,15,-56,0.53,12.5,125.53
400.1330899461036,10504847,SELL,EUR/USD,1,2012/03/08 12:16:30,2012/03/09 06:29:10,1.32441,1.32354,18,-48,0.53,8.7,87.53
400.1330899398419,10497698,SELL,GBP/USD,1,2012/03/08 09:13:38,2012/03/08 11:17:50,1.5794,1.57919,3,-39,0,2.1,21
400.1330898519909,10345626,SELL,GBP/USD,1,2012/03/06 10:30:49,2012/03/06 14:33:21,1.57736,1.57658,23,-26,0,7.8,78
400.1330898046595,10246413,BUY,EUR/USD,1,2012/03/05 09:09:03,2012/03/05 12:31:54,1.31746,1.32024,32,-15,0,27.8,278
400.1330898031026,10242900,BUY,GBP/USD,1,2012/03/05 08:24:15,2012/03/05 12:08:35,1.57926,1.58167,36,-8,0,24.1,241
400.1330898023931,10241071,BUY,GBP/USD,1,2012/03/05 08:02:19,2012/03/05 08:52:20,1.58048,1.58112,8,-20,0,6.4,64
400.1330295079029,10201699,BUY,EUR/USD,1,2012/03/02 15:04:10,2012/03/05 07:08:44,1.319,1.32026,27,-8,-0.17,12.6,125.83
400.1330295039292,10198033,SELL,USD/CHF,1,2012/03/02 12:06:18,2012/03/05 07:08:38,0.9125,0.91304,4,-26,-1.4,-5.4,-60.54
400.1330294946320,10186555,SELL,USD/JPY,1,2012/03/02 04:05:30,2012/03/02 11:30:09,81.479,81.479,5,-24,0,0,0
400.1330295017053,10194402,SELL,USD/JPY,1,2012/03/02 07:56:31,2012/03/02 11:05:38,81.611,81.502,14,-11,0,10.9,133.74
400.1330294689827,10165314,BUY,EUR/USD,1,2012/03/01 14:00:11,2012/03/01 20:17:22,1.32927,1.33134,44,-2,0,20.7,207
400.1330293709146,10058006,SELL,USD/CHF,1,2012/02/28 09:31:00,2012/02/28 10:00:39,0.89746,0.89704,8,-2,0,4.2,46.82
400.1330293684643,10054435,BUY,USD/CHF,1,2012/02/28 08:14:19,2012/02/28 09:07:32,0.89614,0.89667,5,-12,0,5.3,59.11
400.1330293603484,10045686,BUY,USD/JPY,1,2012/02/28 03:48:08,2012/02/28 06:30:02,80.18,80.623,46,-4,0,44.3,549.47
400.1330293324459,10017260,BUY,EUR/USD,1,2012/02/27 12:30:14,2012/02/27 15:45:05,1.33922,1.3413,21,-27,0,20.8,208
400.1329690293535,9973026,SELL,EUR/USD,1,2012/02/24 12:00:46,2012/02/27 10:25:26,1.34119,1.34146,7,-75,-0.17,-2.7,-27.17
400.1329690421696,9988232,SELL,EUR/USD,1,2012/02/24 18:49:15,2012/02/27 10:21:19,1.34649,1.34194,51,-16,-0.17,45.5,454.83
400.1330293268857,10010374,BUY,USD/JPY,1,2012/02/27 09:33:51,2012/02/27 10:03:25,80.647,80.636,0,-34,0,-1.1,-13.64
400.1329689297414,9877697,SELL,USD/JPY,1,2012/02/22 05:31:16,2012/02/24 19:34:36,80.063,80.936,20,-87,-1.68,-87.3,-1080.31
400.1329689365662,9883727,SELL,USD/JPY,1,2012/02/22 09:11:42,2012/02/23 22:38:18,80.216,79.962,35,-20,-1.26,25.4,316.39
400.1329688819008,9819673,BUY,EUR/USD,1,2012/02/21 03:12:35,2012/02/21 07:23:00,1.32911,1.32525,1,-44,0,-38.6,-386
400.1329085414031,9756309,SELL,USD/JPY,1,2012/02/17 13:03:52,2012/02/21 07:16:40,79.219,79.8,0,-68,-0.84,-58.1,-728.91
400.1329688295795,9770295,SELL,EUR/USD,1,2012/02/19 22:00:08,2012/02/21 02:51:59,1.31771,1.32536,1,-101,-0.17,-76.5,-765.17
400.1329688544845,9795248,SELL,EUR/USD,1,2012/02/20 11:53:56,2012/02/21 02:51:08,1.32682,1.32473,80,-10,-0.17,20.9,208.83
400.1329688544887,9795302,SELL,EUR/USD,1,2012/02/20 11:54:53,2012/02/20 23:59:27,1.3268,1.32067,67,-10,0,61.3,613
400.1329085425272,9757852,SELL,EUR/USD,1,2012/02/17 13:39:16,2012/02/17 17:54:00,1.31728,1.31541,33,-26,0,18.7,187
400.1329084878031,9701449,BUY,EUR/USD,1,2012/02/16 07:01:48,2012/02/16 15:05:31,1.29987,1.30392,44,-25,0,40.5,405
400.1329084078563,9602144,SELL,USD/JPY,1,2012/02/14 09:43:48,2012/02/15 14:55:30,78.158,78.259,19,-51,-0.42,-10.1,-129.48
400.1329084544607,9659803,SELL,USD/JPY,1,2012/02/15 12:03:15,2012/02/15 14:50:30,78.572,78.265,32,-5,0,30.7,392.26
400.1329083650114,9567995,SELL,AUD/USD,1,2012/02/13 08:54:30,2012/02/14 03:30:04,1.07741,1.06735,106,-3,-19.79,100.6,986.21
400.1329083644502,9567592,SELL,AUD/USD,1,2012/02/13 08:35:13,2012/02/14 02:04:38,1.07675,1.06882,82,-12,-19.79,79.3,773.21
400.1329083636735,9566960,SELL,AUD/USD,1,2012/02/13 08:10:40,2012/02/13 15:49:06,1.07532,1.07309,28,-26,0,22.3,223
400.1328480662206,9539166,BUY,AUD/USD,1,2012/02/10 05:04:45,2012/02/12 22:24:36,1.0704,1.069,12,-65,6.12,-14,-133.88
400.1328480405448,9526782,SELL,GBP/USD,1,2012/02/09 13:36:53,2012/02/10 00:33:18,1.58478,1.58101,41,-25,-2.43,37.7,374.57
400.1328480408710,9527266,SELL,GBP/USD,1,2012/02/09 13:45:43,2012/02/09 23:56:46,1.58632,1.58102,56,-10,0,53,530
400.1328480398748,9525851,BUY,EUR/USD,1,2012/02/09 13:16:59,2012/02/09 13:40:09,1.32964,1.32588,11,-56,0,-37.6,-376
400.1328479986511,9503947,SELL,AUD/USD,1,2012/02/08 13:31:43,2012/02/08 14:36:59,1.08381,1.08201,19,-6,0,18,180
400.1328479398643,9473557,BUY,AUD/USD,1,2012/02/07 03:41:46,2012/02/07 04:50:26,1.07824,1.07914,16,-12,0,9,90
400.1328100668170,9440746,SELL,GBP/USD,1,2012/02/03 13:52:52,2012/02/03 14:17:26,1.57718,1.57657,19,-10,0,6.1,61
400.1328100667707,9440645,SELL,GBP/USD,1,2012/02/03 13:50:13,2012/02/03 14:16:19,1.5764,1.57594,11,-18,0,4.6,46
400.1328087428173,9398368,BUY,GBP/USD,1,2012/02/01 11:51:24,2012/02/01 12:42:59,1.57872,1.584,53,-12,0,52.8,528
400.1327874711999,9374990,SELL,EUR/USD,1,2012/01/31 10:25:28,2012/01/31 13:09:27,1.31826,1.31756,9,-26,0,7,70
400.1327874278669,9352928,BUY,AUD/USD,1,2012/01/30 10:15:26,2012/01/30 16:04:21,1.053,1.0579,49,-5,0,49,490
400.1327874275490,9352736,BUY,AUD/USD,1,2012/01/30 08:40:43,2012/01/30 16:04:21,1.05664,1.0579,13,-41,0,12.6,126
400.1327874319766,9355879,BUY,AUD/USD,1,2012/01/30 11:12:18,2012/01/30 15:51:23,1.05434,1.05636,22,-17,0,20.2,202
400.1327270752580,9320890,BUY,EUR/USD,1,2012/01/27 00:16:31,2012/01/27 10:05:37,1.30887,1.314,52,-12,0,51.3,513
400.1327270751654,9320807,BUY,EUR/USD,1,2012/01/27 00:26:14,2012/01/27 09:57:03,1.3083,1.31266,50,-6,0,43.6,436
400.1327270754934,9321055,BUY,EUR/USD,1,2012/01/27 00:25:37,2012/01/27 07:01:49,1.30859,1.31081,32,-9,0,22.2,222
400.1327270756108,9321109,BUY,EUR/USD,1,2012/01/27 00:27:36,2012/01/27 07:01:01,1.30836,1.3109,35,-7,0,25.4,254
400.1327270130241,9281267,SELL,USD/CHF,1,2012/01/25 12:26:08,2012/01/25 21:53:51,0.93299,0.92193,124,-10,0,110.6,1199.66
400.1327269934133,9270117,SELL,GBP/USD,1,2012/01/25 00:56:20,2012/01/25 12:36:53,1.5615,1.55599,79,-8,0,55.1,551
400.1327269933698,9270106,SELL,GBP/USD,1,2012/01/25 00:55:32,2012/01/25 12:36:42,1.56153,1.55602,79,-8,0,55.1,551
400.1327269933453,9270091,SELL,GBP/USD,1,2012/01/25 00:54:09,2012/01/25 12:27:25,1.56157,1.55623,80,-8,0,53.4,534
400.1327270084583,9276707,SELL,GBP/USD,1,2012/01/25 09:53:53,2012/01/25 12:24:17,1.55779,1.5562,20,-24,0,15.9,159
400.1327269934655,9270133,SELL,GBP/USD,1,2012/01/25 00:59:14,2012/01/25 09:38:24,1.56164,1.55569,80,-7,0,59.5,595
400.1327269674335,9255027,BUY,AUD/USD,1,2012/01/24 09:57:44,2012/01/24 17:57:28,1.04669,1.0478,12,-40,0,11.1,111
400.1327269739787,9259960,BUY,AUD/USD,1,2012/01/24 14:04:28,2012/01/24 17:57:28,1.0435,1.0478,44,-8,0,43,430
400.1327269272228,9232189,SELL,EUR/USD,1,2012/01/23 10:56:31,2012/01/24 09:09:38,1.29703,1.30424,0,-83,-0.17,-72.1,-721.17
400.1327269272344,9232212,SELL,EUR/USD,1,2012/01/23 10:58:12,2012/01/24 09:09:35,1.29716,1.30428,0,-82,-0.17,-71.2,-712.17
400.1327269272538,9232249,SELL,EUR/USD,1,2012/01/23 10:59:32,2012/01/24 09:09:24,1.29754,1.30468,0,-78,-0.17,-71.4,-714.17
400.1327269272872,9232409,SELL,EUR/USD,1,2012/01/23 11:00:35,2012/01/24 09:09:20,1.2977,1.30472,0,-77,-0.17,-70.2,-702.17
400.1326665495642,9180210,SELL,EUR/USD,1,2012/01/18 22:53:44,2012/01/20 14:16:02,1.2852,1.2924,12,-135,-0.67,-72,-720.67
400.1326665573377,9183322,SELL,EUR/USD,1,2012/01/19 03:29:19,2012/01/20 14:15:58,1.28729,1.29239,32,-114,-0.17,-51,-510.17
400.1326665735689,9191250,SELL,EUR/USD,1,2012/01/19 12:38:47,2012/01/20 14:12:39,1.29076,1.29181,31,-80,-0.17,-10.5,-105.17
400.1326665568462,9183126,SELL,EUR/USD,1,2012/01/19 12:53:16,2012/01/20 14:12:35,1.2925,1.29178,49,-62,-0.17,7.2,71.83
400.1326664723467,9132790,SELL,EUR/USD,1,2012/01/17 03:05:47,2012/01/17 14:41:53,1.27285,1.27187,16,-81,0,9.8,98
400.1326664725186,9132838,SELL,EUR/USD,1,2012/01/17 03:10:56,2012/01/17 14:41:49,1.27314,1.27189,19,-78,0,12.5,125
400.1326664719789,9132455,SELL,EUR/USD,1,2012/01/17 02:52:42,2012/01/17 14:27:36,1.27297,1.272,10,-80,0,9.7,97
400.1326664718886,9132389,SELL,EUR/USD,1,2012/01/17 02:49:50,2012/01/17 14:27:36,1.2725,1.272,5,-85,0,5,50
400.1326125980999,9097638,BUY,EUR/USD,1,2012/01/13 14:09:03,2012/01/13 20:36:21,1.27199,1.26764,1,-97,0,-43.5,-435
400.1326125984303,9098339,BUY,EUR/USD,1,2012/01/13 14:51:43,2012/01/13 20:36:12,1.2683,1.26769,12,-60,0,-6.1,-61
400.1326125981692,9097720,BUY,EUR/USD,1,2012/01/13 14:10:42,2012/01/13 20:35:10,1.27127,1.26769,0,-90,0,-35.8,-358
400.1326125982070,9097872,BUY,EUR/USD,1,2012/01/13 14:11:50,2012/01/13 20:35:04,1.27047,1.26769,2,-82,0,-27.8,-278
400.1326125879447,9088742,SELL,EUR/USD,1,2012/01/13 08:21:43,2012/01/13 09:24:49,1.28644,1.28388,36,-4,0,25.6,256
400.1326125854836,9086888,SELL,GBP/USD,1,2012/01/13 06:58:02,2012/01/13 09:02:19,1.53772,1.53467,33,-33,0,30.5,305
400.1326125850299,9086738,SELL,GBP/USD,1,2012/01/13 06:40:25,2012/01/13 09:02:16,1.53795,1.53472,35,-31,0,32.3,323
400.1326125841942,9086219,SELL,GBP/USD,1,2012/01/13 06:14:12,2012/01/13 08:48:32,1.53768,1.5355,23,-33,0,21.8,218
400.1326125856582,9087042,SELL,GBP/USD,1,2012/01/13 07:05:45,2012/01/13 08:15:13,1.53799,1.53668,16,-30,0,13.1,131
400.1326066139395,8982442,SELL,EUR/USD,1,2012/01/09 08:35:37,2012/01/11 10:32:41,1.2764,1.27542,42,-56,-10.77,9.8,87.23
400.1326066155809,8985507,SELL,EUR/USD,1,2012/01/09 08:36:19,2012/01/11 10:31:57,1.2767,1.27544,45,-52,-10.77,12.6,115.23
400.1326066155929,8985625,SELL,EUR/USD,1,2012/01/09 08:37:06,2012/01/11 04:57:48,1.2769,1.27442,47,-50,-10.77,24.8,237.23
400.1326066156180,8985673,SELL,EUR/USD,1,2012/01/09 08:37:56,2012/01/11 04:57:44,1.27655,1.27445,44,-54,-10.77,21,199.23
400.1326066011785,8969494,BUY,AUD/USD,1,2012/01/09 00:17:35,2012/01/09 06:41:28,1.0186,1.019,5,-42,0,4,40
400.1326059448099,8964341,BUY,AUD/USD,1,2012/01/08 23:36:22,2012/01/09 06:41:28,1.019,1.019,9,-46,0,0,0
400.1326059477882,8967695,BUY,AUD/USD,1,2012/01/08 23:38:16,2012/01/09 06:41:28,1.01839,1.019,15,-40,0,6.1,61
400.1326066013158,8969735,BUY,AUD/USD,1,2012/01/09 00:22:28,2012/01/09 06:41:28,1.01774,1.019,14,-33,0,12.6,126
400.1325673230236,8891714,BUY,AUD/USD,1,2012/01/05 11:42:45,2012/01/05 12:12:02,1.0248,1.02604,14,-2,0,12.4,124
400.1325488086543,8835748,BUY,EUR/USD,1,2012/01/04 08:09:40,2012/01/04 08:55:59,1.30631,1.30357,9,-28,0,-27.4,-274
400.1325488087460,8835902,BUY,EUR/USD,1,2012/01/04 08:12:40,2012/01/04 08:55:56,1.3064,1.30352,8,-29,0,-28.8,-288
400.1325488090683,8837084,BUY,EUR/USD,1,2012/01/04 08:25:34,2012/01/04 08:55:52,1.30623,1.30351,0,-28,0,-27.2,-272
400.1325488090825,8837127,BUY,EUR/USD,1,2012/01/04 08:26:52,2012/01/04 08:55:49,1.30614,1.30353,1,-27,0,-26.1,-261
400.1325488074910,8833876,SELL,GBP/USD,1,2012/01/04 07:28:10,2012/01/04 08:24:30,1.56474,1.56585,8,-22,0,-11.1,-111
400.1325488074642,8833851,SELL,GBP/USD,1,2012/01/04 07:27:18,2012/01/04 08:24:25,1.56471,1.56584,8,-23,0,-11.3,-113
400.1325488073784,8833822,SELL,GBP/USD,1,2012/01/04 07:25:58,2012/01/04 08:08:25,1.56465,1.56639,8,-19,0,-17.4,-174
400.1325488073215,8833777,SELL,GBP/USD,1,2012/01/04 07:24:39,2012/01/04 08:08:21,1.56479,1.56635,9,-18,0,-15.6,-156
400.1325487750276,8805421,SELL,AUD/USD,1,2012/01/03 11:39:49,2012/01/04 02:19:39,1.0359,1.03452,26,-29,-22.37,13.8,115.63
400.1325487750306,8805431,SELL,AUD/USD,1,2012/01/03 11:40:29,2012/01/04 02:19:33,1.03587,1.03452,26,-29,-22.37,13.5,112.63
400.1325487750759,8805444,SELL,AUD/USD,1,2012/01/03 11:41:34,2012/01/04 02:19:29,1.03594,1.0345,27,-28,-22.37,14.4,121.63
400.1325487751196,8805450,SELL,AUD/USD,1,2012/01/03 11:42:27,2012/01/04 02:19:26,1.03604,1.0345,28,-27,-22.37,15.4,131.63
400.1325487722623,8803332,SELL,USD/CHF,1,2012/01/03 10:04:36,2012/01/03 11:32:21,0.93283,0.93216,13,-22,0,6.7,71.88
400.1325245718459,8774844,SELL,GBP/USD,1,2011/12/30 12:15:12,2012/01/02 07:15:52,1.5459,1.55039,0,-114,-3.17,-44.9,-452.17
400.1325245717714,8774774,SELL,GBP/USD,1,2011/12/30 12:11:32,2012/01/02 07:15:46,1.54582,1.54909,0,-115,-3.17,-32.7,-330.17
400.1325245715136,8774529,SELL,GBP/USD,1,2011/12/30 12:02:57,2012/01/02 07:15:40,1.54577,1.54995,5,-116,-3.17,-41.8,-421.17
400.1324884111817,8773792,SELL,GBP/USD,1,2011/12/30 12:00:03,2012/01/02 07:15:24,1.546,1.54996,8,-113,-3.17,-39.6,-399.17
400.1324883933619,8766340,SELL,EUR/USD,1,2011/12/30 00:05:32,2011/12/30 11:50:41,1.29517,1.2933,47,-6,0,18.7,187
400.1324883944973,8766679,SELL,EUR/USD,1,2011/12/30 00:50:58,2011/12/30 11:44:43,1.29537,1.2927,49,-4,0,26.7,267
400.1324883817795,8762003,SELL,EUR/USD,1,2011/12/29 17:03:13,2011/12/30 08:43:04,1.2955,1.2905,50,-11,-5.47,50,494.53
400.1324883825665,8762847,SELL,EUR/USD,1,2011/12/29 17:03:43,2011/12/30 08:43:04,1.29541,1.2905,49,-12,-5.47,49.1,485.53
400.1324883890072,8765290,SELL,EUR/USD,1,2011/12/29 21:16:01,2011/12/29 23:15:20,1.29602,1.29543,11,-6,0,5.9,59
400.1324883904196,8765582,SELL,EUR/USD,1,2011/12/29 22:10:50,2011/12/29 23:15:17,1.2959,1.29543,10,-4,0,4.7,47
400.1324378525739,8598192,SELL,EUR/USD,1,2011/12/23 13:15:33,2011/12/23 14:11:34,1.30568,1.30483,12,-11,0,8.5,85
400.1324377734771,8389826,BUY,AUD/USD,1,2011/12/21 12:45:25,2011/12/22 08:23:18,1.01025,1.01354,34,-52,20.84,32.9,349.84
400.1324377735240,8390048,BUY,AUD/USD,1,2011/12/21 12:46:51,2011/12/22 08:21:32,1.00961,1.01313,38,-46,20.84,35.2,372.84
400.1324377704485,8378178,BUY,AUD/USD,1,2011/12/21 12:45:52,2011/12/22 08:10:27,1.0097,1.0125,28,-47,20.84,28,300.84
400.1324377728898,8387701,BUY,AUD/USD,1,2011/12/21 12:25:48,2011/12/22 08:10:27,1.01203,1.0125,5,-70,20.84,4.7,67.84
400.1324377639717,8353089,SELL,AUD/USD,1,2011/12/21 07:16:09,2011/12/21 11:39:18,1.01765,1.0135,42,-44,0,41.5,415
400.1324377644288,8354706,SELL,AUD/USD,1,2011/12/21 07:36:08,2011/12/21 11:39:18,1.01806,1.0135,46,-40,0,45.6,456
400.1324377640436,8353230,SELL,AUD/USD,1,2011/12/21 07:18:17,2011/12/21 11:39:18,1.01807,1.0135,46,-40,0,45.7,457
400.1324377604694,8343932,SELL,AUD/USD,1,2011/12/21 07:12:50,2011/12/21 11:39:18,1.0176,1.0135,41,-45,0,41,410
400.1323807179173,8068348,BUY,USD/CHF,1,2011/12/15 08:30:22,2011/12/20 09:52:51,0.94199,0.93218,44,-98,0.3,-98.1,-1052.07
400.1323807180699,8068855,BUY,USD/CHF,1,2011/12/15 08:41:07,2011/12/20 09:52:48,0.94173,0.93223,46,-96,0.3,-95,-1018.76
400.1323807180888,8068877,BUY,USD/CHF,1,2011/12/15 08:42:16,2011/12/20 09:52:44,0.9421,0.93218,43,-99,0.3,-99.2,-1063.87
400.1323977570575,8125063,BUY,USD/CHF,1,2011/12/16 13:26:41,2011/12/20 09:52:39,0.93622,0.93258,36,-38,0.2,-36.4,-390.12
