Provider Ticket,Broker Ticket,Type,Currency,Standard Lots,Date Open,Date Close,Price Open,Price Close,Highest Profit (Pips),Worst Drawdown (Pips),Interest ($),Profit (Pips),Profit ($)
400.1323807211203,8075084,SELL,GBP/USD,1,2011/12/15 12:03:57,2011/12/15 16:01:37,1.55098,1.54879,35,-21,0,21.9,219
400.1323807019795,8051093,SELL,USD/CHF,1,2011/12/14 12:52:18,2011/12/15 07:49:51,0.94854,0.948,18,-64,-2.16,5.4,54.8
400.1323807031650,8052495,SELL,USD/CHF,1,2011/12/14 14:01:10,2011/12/15 07:49:51,0.94797,0.948,0,-70,-2.16,-0.3,-5.32
400.1323807012741,8049847,BUY,EUR/USD,1,2011/12/14 12:15:11,2011/12/15 06:48:12,1.30042,1.29885,4,-59,5.14,-15.7,-151.86
400.1323708378399,8018153,SELL,AUD/USD,1,2011/12/13 08:56:23,2011/12/13 14:45:41,1.0083,1.01513,6,-69,0,-68.3,-683
400.1323708414971,8021033,SELL,AUD/USD,1,2011/12/13 11:09:57,2011/12/13 14:34:48,1.01276,1.01254,16,-24,0,2.2,22
400.1323708416975,8021370,SELL,AUD/USD,1,2011/12/13 11:17:28,2011/12/13 14:06:31,1.01305,1.01249,17,-21,0,5.6,56
400.1323708377568,8017959,SELL,AUD/USD,1,2011/12/13 08:53:42,2011/12/13 09:51:28,1.00907,1.0112,14,-22,0,-21.3,-213
400.1323708379649,8018405,SELL,AUD/USD,1,2011/12/13 09:00:17,2011/12/13 09:51:24,1.0091,1.0112,14,-21,0,-21,-210
400.1323370200931,7976196,SELL,AUD/USD,1,2011/12/09 17:45:23,2011/12/12 05:10:14,1.01974,1.01708,34,-29,-22.04,26.6,243.96
400.1323370195518,7976031,SELL,AUD/USD,1,2011/12/09 17:25:24,2011/12/12 05:09:56,1.01914,1.01709,28,-35,-22.04,20.5,182.96
400.1323370195141,7976011,SELL,AUD/USD,1,2011/12/09 17:23:55,2011/12/12 05:09:48,1.01928,1.01717,30,-33,-22.04,21.1,188.96
400.1323370194675,7976001,SELL,AUD/USD,1,2011/12/09 17:22:07,2011/12/12 03:34:24,1.01921,1.01705,25,-34,-22.04,21.6,193.96
400.1323370079814,7964816,SELL,AUD/USD,1,2011/12/09 11:04:41,2011/12/09 13:50:21,1.01483,1.0137,32,-35,0,11.3,113
400.1323370078455,7964414,SELL,AUD/USD,1,2011/12/09 11:01:37,2011/12/09 13:50:14,1.01416,1.01393,25,-42,0,2.3,23
400.1323370065693,7962997,SELL,AUD/USD,1,2011/12/09 11:02:27,2011/12/09 13:46:46,1.0145,1.014,28,-39,0,5,50
400.1323370079986,7964838,SELL,AUD/USD,1,2011/12/09 11:05:08,2011/12/09 13:46:41,1.01492,1.01398,32,-34,0,9.4,94
400.1323037043057,7936320,BUY,EUR/USD,1,2011/12/08 12:59:21,2011/12/08 13:58:08,1.34195,1.338,39,-44,0,-39.5,-395
400.1323037056626,7937969,SELL,USD/CHF,1,2011/12/08 13:43:02,2011/12/08 13:58:00,0.919,0.922,3,-32,0,-30,-325.38
400.1323037055184,7937788,SELL,USD/CHF,1,2011/12/08 13:38:42,2011/12/08 13:58:00,0.9184,0.922,0,-38,0,-36,-390.46
400.1323037054804,7937641,SELL,USD/CHF,1,2011/12/08 13:36:45,2011/12/08 13:58:00,0.91775,0.922,0,-45,0,-42.5,-460.95
400.1323036988263,7933002,BUY,GBP/USD,1,2011/12/08 09:48:27,2011/12/08 10:19:41,1.57386,1.57182,5,-21,0,-20.4,-204
400.1323036268475,7860752,SELL,USD/CAD,1,2011/12/06 14:33:43,2011/12/06 16:15:20,1.01266,1.01241,12,-19,0,2.5,24.69
400.1323035750248,7664369,SELL,USD/CHF,1,2011/12/05 07:41:35,2011/12/06 14:04:35,0.92039,0.92821,38,-94,-0.72,-78.2,-843.2
400.1323035750034,7664299,SELL,USD/CHF,1,2011/12/05 07:40:57,2011/12/06 14:04:31,0.92031,0.9282,37,-94,-0.72,-78.9,-850.75
400.1323036177019,7825101,SELL,USD/CHF,1,2011/12/06 09:19:24,2011/12/06 14:04:27,0.92695,0.9281,51,-12,0,-11.5,-123.91
400.1323036158919,7817587,SELL,USD/CHF,1,2011/12/06 08:17:12,2011/12/06 13:54:48,0.92878,0.92686,69,-2,0,19.2,207.15
400.1323036146352,7812841,SELL,EUR/USD,1,2011/12/06 07:34:11,2011/12/06 08:19:40,1.3342,1.33549,8,-15,0,-12.9,-129
400.1323036148253,7813610,SELL,EUR/USD,1,2011/12/06 07:40:41,2011/12/06 08:09:53,1.33471,1.33426,13,-9,0,4.5,45
400.1323036140413,7810226,SELL,EUR/USD,1,2011/12/06 07:14:26,2011/12/06 07:24:34,1.3354,1.33527,10,-7,0,1.3,13
400.1323036140508,7810334,SELL,EUR/USD,1,2011/12/06 07:15:03,2011/12/06 07:24:29,1.33581,1.33534,14,-1,0,4.7,47
400.1323036129029,7806237,SELL,USD/CHF,1,2011/12/06 06:34:12,2011/12/06 07:00:46,0.9225,0.92336,0,-11,0,-8.6,-93.14
400.1323035599599,7645499,SELL,USD/CAD,1,2011/12/04 22:56:36,2011/12/05 07:51:44,1.0182,1.0165,24,-10,0,17,167.24
400.1323035723366,7654347,SELL,USD/CAD,1,2011/12/05 06:02:33,2011/12/05 07:10:20,1.01819,1.01715,11,-3,0,10.4,102.25
400.1323035598585,7645443,SELL,USD/CAD,1,2011/12/04 22:10:00,2011/12/05 00:32:04,1.01723,1.0162,14,-20,0,10.3,101.36
400.1322676864405,7634562,BUY,EUR/USD,1,2011/12/02 12:38:55,2011/12/02 13:36:47,1.35351,1.34997,13,-38,0,-35.4,-354
400.1322676864750,7634578,BUY,EUR/USD,1,2011/12/02 12:39:37,2011/12/02 13:36:43,1.35317,1.34998,16,-35,0,-31.9,-319
400.1322676876874,7635433,BUY,EUR/USD,1,2011/12/02 13:19:59,2011/12/02 13:36:31,1.35219,1.34991,26,-25,0,-22.8,-228
400.1322676877007,7635466,BUY,EUR/USD,1,2011/12/02 13:20:23,2011/12/02 13:36:26,1.35242,1.34994,24,-28,0,-24.8,-248
400.1322676820449,7632282,BUY,GBP/USD,1,2011/12/02 10:09:30,2011/12/02 13:05:18,1.57042,1.57104,12,-34,0,6.2,62
400.1322676820673,7632293,BUY,GBP/USD,1,2011/12/02 10:10:13,2011/12/02 13:05:11,1.57037,1.57077,12,-34,0,4,40
400.1322676821048,7632301,BUY,GBP/USD,1,2011/12/02 10:11:31,2011/12/02 12:04:15,1.57021,1.56869,0,-32,0,-15.2,-152
400.1322676821949,7632314,BUY,GBP/USD,1,2011/12/02 10:13:50,2011/12/02 12:04:10,1.56999,1.56863,0,-30,0,-13.6,-136
400.1322676805635,7631457,BUY,EUR/USD,1,2011/12/02 09:18:30,2011/12/02 09:35:11,1.34918,1.34793,0,-14,0,-12.5,-125
400.1322676797687,7631015,SELL,GBP/USD,1,2011/12/02 08:54:12,2011/12/02 09:14:19,1.56887,1.56951,2,-8,0,-6.4,-64
400.1322676791638,7630744,BUY,GBP/USD,1,2011/12/02 08:34:31,2011/12/02 08:46:34,1.57042,1.57024,0,-8,0,-1.8,-18
400.1322676782308,7630138,BUY,EUR/USD,1,2011/12/02 08:00:36,2011/12/02 08:06:07,1.34842,1.34857,2,-8,0,1.5,15
400.1322676517068,7620213,SELL,EUR/USD,1,2011/12/01 16:08:07,2011/12/01 16:18:11,1.34753,1.34672,10,-4,0,8.1,81
400.1322676506446,7619114,SELL,EUR/USD,1,2011/12/01 15:33:46,2011/12/01 15:35:56,1.34851,1.34745,11,-2,0,10.6,106
400.1322676465394,7616241,BUY,EUR/USD,1,2011/12/01 13:18:40,2011/12/01 13:22:30,1.35094,1.35146,11,-1,0,5.2,52
400.1322654339101,7595592,BUY,EUR/USD,1,2011/11/30 14:23:38,2011/12/01 09:49:46,1.34938,1.34855,0,-78,5.32,-8.3,-77.68
400.1322654342039,7595789,BUY,EUR/USD,1,2011/11/30 14:32:49,2011/12/01 09:41:38,1.3481,1.34705,10,-65,5.32,-10.5,-99.68
400.1322676398002,7612490,BUY,EUR/USD,1,2011/12/01 09:31:02,2011/12/01 09:38:17,1.3471,1.3471,6,-7,0,0,0
400.1322676282490,7606448,BUY,AUD/USD,1,2011/12/01 02:44:03,2011/12/01 04:52:42,1.01927,1.0256,65,-3,0,63.3,633
400.1322676282316,7606433,BUY,AUD/USD,1,2011/12/01 02:43:13,2011/12/01 04:36:38,1.01913,1.0241,52,-4,0,49.7,497
400.1322654319323,7592684,BUY,EUR/USD,1,2011/11/30 13:23:20,2011/12/01 02:39:33,1.34261,1.34365,106,-14,5.32,10.4,109.32
400.1322654315333,7591779,BUY,EUR/USD,1,2011/11/30 13:12:16,2011/12/01 02:39:25,1.34301,1.34357,102,-18,5.32,5.6,61.32
400.1322654334823,7595213,BUY,EUR/USD,1,2011/11/30 14:10:09,2011/11/30 14:16:43,1.34987,1.35062,9,-17,0,7.5,75
400.1322654332917,7594997,BUY,EUR/USD,1,2011/11/30 14:03:12,2011/11/30 14:06:48,1.35103,1.35127,3,-10,0,2.4,24
400.1322582097198,7581338,SELL,EUR/USD,1,2011/11/30 07:20:09,2011/11/30 09:08:30,1.32623,1.32915,1,-30,0,-29.2,-292
400.1322582096691,7581242,SELL,EUR/USD,1,2011/11/30 07:18:22,2011/11/30 09:08:27,1.32632,1.32906,2,-28,0,-27.4,-274
400.1322582096500,7581209,SELL,EUR/USD,1,2011/11/30 07:17:31,2011/11/30 09:08:23,1.32669,1.32908,6,-24,0,-23.9,-239
400.1322582096016,7581164,SELL,EUR/USD,1,2011/11/30 07:16:09,2011/11/30 09:08:19,1.32662,1.32906,6,-25,0,-24.4,-244
400.1322582089667,7580180,SELL,EUR/USD,1,2011/11/30 06:57:02,2011/11/30 07:04:56,1.33015,1.32952,12,-5,0,6.3,63
400.1322431431824,7563270,BUY,EUR/USD,1,2011/11/29 11:23:59,2011/11/29 11:43:32,1.34017,1.33882,0,-23,0,-13.5,-135
400.1322431410069,7560392,BUY,EUR/USD,1,2011/11/29 10:14:21,2011/11/29 10:15:43,1.33866,1.33976,40,0,0,11,110
400.1322431382741,7558353,SELL,EUR/USD,1,2011/11/29 08:40:51,2011/11/29 08:51:19,1.33246,1.33227,4,-15,0,1.9,19
400.1322431371694,7557457,SELL,EUR/USD,1,2011/11/29 08:02:11,2011/11/29 08:17:05,1.33325,1.33303,5,-12,0,2.2,22
400.1322431250734,7552229,BUY,GBP/USD,1,2011/11/29 00:32:35,2011/11/29 01:20:56,1.54716,1.54873,23,-3,0,15.7,157
400.1322431245225,7551902,BUY,GBP/USD,1,2011/11/29 00:12:35,2011/11/29 00:45:53,1.54846,1.54883,4,-16,0,3.7,37
400.1322431126806,7547128,SELL,AUD/USD,1,2011/11/28 16:49:47,2011/11/28 17:30:22,0.99199,0.99113,10,-9,0,8.6,86
400.1322431125670,7547061,BUY,USD/CAD,1,2011/11/28 16:45:31,2011/11/28 16:51:43,1.03288,1.033,3,-4,0,1.2,11.62
400.1322430991074,7537403,BUY,USD/CAD,1,2011/11/28 09:54:56,2011/11/28 16:40:12,1.035,1.03308,0,-47,0,-19.2,-185.85
400.1322431121716,7546792,SELL,AUD/USD,1,2011/11/28 16:30:47,2011/11/28 16:39:10,0.99219,0.99155,9,-3,0,6.4,64
400.1322431073919,7543751,SELL,AUD/USD,1,2011/11/28 13:44:31,2011/11/28 16:16:05,0.9963,0.9913,53,-14,0,50,500
400.1322431073583,7543741,SELL,AUD/USD,1,2011/11/28 13:43:24,2011/11/28 16:08:05,0.99625,0.99226,47,-15,0,39.9,399
400.1322431070969,7543567,SELL,AUD/USD,1,2011/11/28 13:33:45,2011/11/28 15:41:25,0.99668,0.9952,21,-10,0,14.8,148
400.1322430991164,7537416,BUY,USD/CAD,1,2011/11/28 10:20:17,2011/11/28 12:30:17,1.033,1.03403,11,-8,0,10.3,99.61
400.1322431029180,7541329,BUY,USD/CAD,1,2011/11/28 11:04:56,2011/11/28 11:50:50,1.03265,1.03305,7,-4,0,4,38.72
400.1322430916267,7531450,SELL,EUR/USD,1,2011/11/28 04:15:44,2011/11/28 05:53:47,1.3278,1.33028,0,-25,0,-24.8,-248
400.1322430898370,7529741,SELL,AUD/USD,1,2011/11/28 03:09:56,2011/11/28 03:21:38,0.98787,0.98407,39,-10,0,38,380
400.1322430880248,7528052,SELL,EUR/USD,1,2011/11/28 02:01:19,2011/11/28 03:20:34,1.33159,1.33097,6,-20,0,6.2,62
400.1322430839472,7522665,SELL,EUR/USD,1,2011/11/27 23:28:55,2011/11/28 01:20:07,1.33176,1.33168,36,-10,0,0.8,8
400.1322430840736,7522791,SELL,EUR/USD,1,2011/11/27 23:32:53,2011/11/28 01:06:55,1.33222,1.33096,41,-5,0,12.6,126
400.1322159841930,7492881,BUY,GBP/USD,1,2011/11/25 12:16:23,2011/11/25 13:35:13,1.54953,1.54509,4,-45,0,-44.4,-444
400.1322159854256,7496634,BUY,GBP/USD,1,2011/11/25 13:00:38,2011/11/25 13:34:55,1.54618,1.54522,6,-11,0,-9.6,-96
400.1322159786073,7478835,SELL,EUR/USD,1,2011/11/25 09:04:41,2011/11/25 09:10:17,1.32688,1.32611,10,-3,0,7.7,77
400.1322159728580,7474466,BUY,GBP/USD,1,2011/11/25 05:42:03,2011/11/25 06:40:39,1.54573,1.54606,4,-11,0,3.3,33
400.1322159727921,7474458,BUY,GBP/USD,1,2011/11/25 05:39:36,2011/11/25 06:36:55,1.54571,1.54598,4,-11,0,2.7,27
400.1322159640717,7472135,BUY,GBP/USD,1,2011/11/25 00:07:17,2011/11/25 01:10:05,1.54713,1.54666,0,-14,0,-4.7,-47
400.1321894000547,7464134,SELL,AUD/USD,1,2011/11/24 13:40:28,2011/11/24 14:58:06,0.9751,0.97191,47,-4,0,31.9,319
400.1321893999767,7463929,SELL,AUD/USD,1,2011/11/24 13:36:56,2011/11/24 14:44:37,0.97545,0.9715,41,-3,0,39.5,395
400.1321893967655,7459364,BUY,EUR/USD,1,2011/11/24 11:39:03,2011/11/24 11:47:31,1.33824,1.33842,3,-5,0,1.8,18
400.1321893556139,7408201,SELL,EUR/USD,1,2011/11/23 10:19:28,2011/11/23 15:45:17,1.33951,1.33589,43,-19,0,36.2,362
400.1321893556662,7408342,SELL,EUR/USD,1,2011/11/23 10:20:55,2011/11/23 15:03:35,1.33982,1.33664,38,-16,0,31.8,318
400.1321893589782,7413783,SELL,EUR/USD,1,2011/11/23 12:16:42,2011/11/23 15:02:43,1.33942,1.33689,34,-20,0,25.3,253
400.1321893554064,7407351,SELL,EUR/USD,1,2011/11/23 10:12:15,2011/11/23 10:16:04,1.3421,1.33978,28,0,0,23.2,232
400.1321893525746,7402532,SELL,GBP/USD,1,2011/11/23 08:33:18,2011/11/23 08:58:07,1.55712,1.5568,11,-14,0,3.2,32
400.1321893519376,7401405,SELL,GBP/USD,1,2011/11/23 08:09:44,2011/11/23 08:21:11,1.55892,1.55858,5,-11,0,3.4,34
400.1321893421415,7391326,SELL,AUD/USD,1,2011/11/23 01:59:27,2011/11/23 05:39:45,0.97925,0.97648,35,-3,0,27.7,277
400.1321893420988,7391257,SELL,AUD/USD,1,2011/11/23 01:58:25,2011/11/23 04:26:43,0.97877,0.97739,30,-8,0,13.8,138
400.1321893409556,7389532,SELL,GBP/USD,1,2011/11/23 01:14:56,2011/11/23 01:29:39,1.56311,1.56277,6,-9,0,3.4,34
400.1321893182679,7296488,SELL,EUR/USD,1,2011/11/22 11:02:19,2011/11/22 13:28:30,1.35398,1.35325,223,-30,0,7.3,73
400.1321893176537,7293148,SELL,EUR/USD,1,2011/11/22 10:39:01,2011/11/22 10:55:57,1.35382,1.35359,8,-7,0,2.3,23
400.1321826191541,7204071,BUY,AUD/USD,1,2011/11/21 16:11:39,2011/11/21 17:24:58,0.9825,0.98454,24,-6,0,20.4,204
400.1321826051021,7161822,SELL,EUR/USD,1,2011/11/21 07:50:04,2011/11/21 08:02:18,1.34893,1.34774,17,-10,0,11.9,119
400.1321826051461,7162087,SELL,EUR/USD,1,2011/11/21 07:51:27,2011/11/21 08:02:14,1.34925,1.34769,20,-7,0,15.6,156
400.1321458240335,7072056,SELL,GBP/USD,1,2011/11/18 08:46:55,2011/11/18 09:25:44,1.57741,1.5824,4,-50,0,-49.9,-499
400.1321458243588,7073593,SELL,GBP/USD,1,2011/11/18 08:58:43,2011/11/18 09:25:23,1.57901,1.58209,5,-34,0,-30.8,-308
400.1321458182655,7048259,SELL,EUR/USD,1,2011/11/18 05:16:35,2011/11/18 07:27:18,1.34695,1.35143,1,-46,0,-44.8,-448
400.1321458137369,7033574,BUY,EUR/USD,1,2011/11/18 02:23:13,2011/11/18 02:27:41,1.34828,1.34827,1,-7,0,-0.1,-1
400.1321457983477,7021553,SELL,GBP/USD,1,2011/11/17 16:46:00,2011/11/17 17:36:15,1.58002,1.57678,42,-4,0,32.4,324
400.1321457985956,7022173,SELL,GBP/USD,1,2011/11/17 16:54:57,2011/11/17 17:36:06,1.57937,1.57678,36,-9,0,25.9,259
400.1321457861814,6988771,SELL,GBP/USD,1,2011/11/17 09:30:50,2011/11/17 09:46:24,1.57812,1.57503,35,-2,0,30.9,309
400.1321457728655,6980581,SELL,USD/CAD,1,2011/11/17 01:16:00,2011/11/17 01:35:12,1.02602,1.02553,10,-2,0,4.9,47.78
400.1321360493706,6968785,SELL,GBP/USD,1,2011/11/16 13:36:06,2011/11/16 13:49:02,1.57696,1.57682,4,-15,0,1.4,14
400.1321360458636,6966036,SELL,USD/CHF,1,2011/11/16 11:27:39,2011/11/16 12:14:46,0.91798,0.91786,3,-13,0,1.2,13.07
400.1321360435182,6963975,SELL,AUD/USD,1,2011/11/16 10:05:57,2011/11/16 10:16:23,1.01796,1.01678,12,-6,0,11.8,118
400.1321360420141,6962801,SELL,EUR/USD,1,2011/11/16 09:12:18,2011/11/16 09:14:03,1.3541,1.35364,7,-2,0,4.6,46
400.1321360412663,6962143,SELL,EUR/USD,1,2011/11/16 08:46:10,2011/11/16 08:51:01,1.35318,1.35303,4,-6,0,1.5,15
400.1321360301484,6955460,BUY,EUR/USD,1,2011/11/16 02:04:30,2011/11/16 08:21:45,1.3475,1.349,20,-48,0,15,150
400.1321271784305,6940979,SELL,GBP/USD,1,2011/11/15 09:25:31,2011/11/16 06:04:40,1.58498,1.57618,92,-50,-3.22,88,876.78
400.1321271784248,6940975,SELL,GBP/USD,1,2011/11/15 09:25:11,2011/11/16 02:45:10,1.58517,1.57671,88,-48,-3.22,84.6,842.78
400.1321271784426,6940997,SELL,GBP/USD,1,2011/11/15 09:26:18,2011/11/15 23:01:58,1.58514,1.58197,51,-49,0,31.7,317
400.1321271784376,6940988,SELL,GBP/USD,1,2011/11/15 09:26:00,2011/11/15 16:40:48,1.58519,1.58114,51,-48,0,40.5,405
400.1321271776433,6939866,SELL,USD/CHF,1,2011/11/15 08:57:29,2011/11/15 09:07:58,0.91361,0.91654,0,-33,0,-29.3,-319.68
400.1321271773572,6939688,SELL,EUR/USD,1,2011/11/15 08:49:03,2011/11/15 08:52:40,1.35709,1.35877,0,-17,0,-16.8,-168
400.1321271483238,6926160,BUY,EUR/USD,1,2011/11/14 14:17:03,2011/11/14 16:09:51,1.36374,1.36408,20,-23,0,3.4,34
400.1321271502163,6927846,BUY,EUR/USD,1,2011/11/14 15:25:38,2011/11/14 15:51:51,1.3623,1.36345,17,-4,0,11.5,115
400.1321221121837,6922241,SELL,USD/CAD,1,2011/11/14 11:06:45,2011/11/14 11:24:15,1.01805,1.01873,0,-8,0,-6.8,-66.75
400.1321221094365,6918004,BUY,AUD/USD,1,2011/11/14 09:32:03,2011/11/14 11:00:00,1.02514,1.02591,32,-4,0,7.7,77
400.1321221104445,6920913,BUY,EUR/USD,1,2011/11/14 10:06:42,2011/11/14 10:59:52,1.36847,1.36967,36,-6,0,12,120
400.1321221091860,6916833,SELL,EUR/USD,1,2011/11/14 09:23:58,2011/11/14 09:55:59,1.36908,1.36962,1,-20,0,-5.4,-54
400.1321221081542,6912134,SELL,GBP/USD,1,2011/11/14 08:48:38,2011/11/14 09:03:09,1.59993,1.59891,16,-4,0,10.2,102
400.1321221065834,6904873,BUY,USD/CHF,1,2011/11/14 07:57:02,2011/11/14 08:34:36,0.90079,0.90207,15,-21,0,12.8,141.9
400.1321220976292,6878325,BUY,GBP/USD,1,2011/11/14 02:08:55,2011/11/14 08:26:32,1.60631,1.60102,12,-53,0,-52.9,-529
400.1320618289566,6862393,SELL,EUR/USD,1,2011/11/11 11:38:12,2011/11/11 15:35:41,1.36421,1.37173,17,-78,0,-75.2,-752
400.1320618330281,6864814,SELL,EUR/USD,1,2011/11/11 14:12:13,2011/11/11 15:35:37,1.36784,1.37195,6,-41,0,-41.1,-411
400.1320618248393,6859815,SELL,GBP/USD,1,2011/11/11 09:08:03,2011/11/11 09:40:42,1.59038,1.591,6,-18,0,-6.2,-62
400.1320618218074,6857280,BUY,USD/CHF,1,2011/11/11 07:17:19,2011/11/11 08:23:35,0.90537,0.90626,25,-11,0,8.9,98.21
400.1320618103649,6853135,BUY,USD/CAD,1,2011/11/10 23:41:59,2011/11/11 02:08:31,1.01678,1.01929,27,-7,-4.06,25.1,242.19
400.1320617987148,6847794,BUY,AUD/USD,1,2011/11/10 16:13:32,2011/11/10 16:42:53,1.01067,1.01293,28,-6,0,22.6,226
400.1320617693351,6816391,SELL,EUR/USD,1,2011/11/10 09:49:43,2011/11/10 10:41:24,1.361,1.357,40,-20,0,40,400
400.1320617871384,6837092,BUY,USD/CHF,1,2011/11/10 10:02:33,2011/11/10 10:40:46,0.9053,0.90651,15,-7,0,12.1,133.48
400.1320617882149,6838369,BUY,USD/CHF,1,2011/11/10 10:03:23,2011/11/10 10:21:30,0.90524,0.90646,14,-7,0,12.2,134.59
400.1320617691568,6816283,BUY,EUR/USD,1,2011/11/09 22:03:43,2011/11/10 01:51:04,1.35422,1.35434,2,-29,5.36,1.2,17.36
400.1320617729533,6818262,BUY,EUR/USD,1,2011/11/10 00:29:30,2011/11/10 01:48:48,1.35208,1.35395,22,-7,0,18.7,187
400.1320617722424,6817907,SELL,USD/CHF,1,2011/11/10 00:02:38,2011/11/10 01:02:40,0.9106,0.9107,5,-9,0,-1,-10.98
400.1320617700674,6816638,BUY,AUD/USD,1,2011/11/09 22:39:48,2011/11/10 00:03:56,1.01329,1.01391,10,-17,20.98,6.2,82.98
400.1320617534587,6803261,BUY,EUR/USD,1,2011/11/09 14:46:44,2011/11/09 15:52:31,1.356,1.3593,35,-9,0,33,330
400.1320617473687,6796377,SELL,EUR/USD,1,2011/11/09 09:12:50,2011/11/09 12:02:00,1.37571,1.36261,133,-2,0,131,1310
400.1320617473098,6796273,SELL,EUR/USD,1,2011/11/09 09:10:56,2011/11/09 10:40:19,1.37596,1.3667,100,-4,0,92.6,926
400.1320617471927,6796037,SELL,EUR/USD,1,2011/11/09 09:06:59,2011/11/09 09:45:18,1.37676,1.37204,52,-7,0,47.2,472
400.1320617475218,6796806,SELL,GBP/USD,1,2011/11/09 09:16:37,2011/11/09 09:30:09,1.60557,1.6028,28,-6,0,27.7,277
400.1320617090593,6774434,SELL,GBP/USD,1,2011/11/08 08:38:42,2011/11/09 05:22:09,1.60616,1.60872,9,-70,-3.28,-25.6,-259.28
400.1320617119382,6776812,SELL,GBP/USD,1,2011/11/08 10:25:15,2011/11/09 05:07:12,1.60868,1.60873,32,-45,-3.28,-0.5,-8.28
400.1320617084005,6773779,SELL,USD/CHF,1,2011/11/08 08:15:10,2011/11/08 08:21:29,0.90355,0.90339,5,-5,0,1.6,17.71
400.1320617079992,6773016,SELL,EUR/USD,1,2011/11/08 08:00:55,2011/11/08 08:09:08,1.37262,1.37469,1,-24,0,-20.7,-207
400.1320616932939,6758453,SELL,GBP/USD,1,2011/11/07 22:11:44,2011/11/08 04:57:00,1.60546,1.60431,13,-13,-3.28,11.5,111.72
400.1320616663046,6739858,SELL,GBP/USD,1,2011/11/07 05:04:16,2011/11/07 10:27:06,1.60232,1.59941,42,-6,0,29.1,291
400.1320616558473,6735159,SELL,GBP/USD,1,2011/11/06 22:08:20,2011/11/07 02:08:22,1.6054,1.60098,45,-23,0,44.2,442
400.1320010081916,6731748,BUY,GBP/USD,1,2011/11/04 15:48:04,2011/11/04 18:53:46,1.60322,1.6035,30,-16,0,2.8,28
400.1320010054324,6729533,SELL,EUR/USD,1,2011/11/04 14:10:35,2011/11/04 15:46:51,1.37354,1.37617,23,-27,0,-26.3,-263
400.1320010029398,6726920,SELL,EUR/USD,1,2011/11/04 12:46:23,2011/11/04 15:28:01,1.38212,1.37404,109,-20,0,80.8,808
400.1320010025117,6726294,BUY,USD/JPY,1,2011/11/04 12:32:24,2011/11/04 13:18:26,78.115,78.079,0,-10,0,-3.6,-46.11
400.1320010025842,6726477,BUY,USD/JPY,1,2011/11/04 12:34:16,2011/11/04 13:05:27,78.076,78.04,0,-6,0,-3.6,-46.13
400.1320010026342,6726564,BUY,GBP/USD,1,2011/11/04 12:36:08,2011/11/04 12:46:14,1.60413,1.60165,0,-34,0,-24.8,-248
400.1320009958038,6722346,BUY,USD/CHF,1,2011/11/04 08:25:16,2011/11/04 09:16:28,0.88452,0.88512,25,-9,0,6,67.79
400.1320009174738,6662353,SELL,GBP/USD,1,2011/11/02 07:53:01,2011/11/03 07:31:55,1.5984,1.58871,106,-66,-9.74,96.9,959.26
400.1320009269752,6670937,BUY,EUR/USD,1,2011/11/02 13:35:53,2011/11/02 16:16:24,1.38277,1.377,0,-63,0,-57.7,-577
